oid_mitkan,ms_miklat,k_sug,t_sug,k_rechov,shem_recho,ms_bait,knisa,Full_Address,shem_rechov_eng,shetach_mr,k_sinon,t_sinon,hearot,h_sug,x_coord,y_coord,lon,lat,shem_baalim,shem,pail,from_time,to_time,opening_times,url_tik,telephone_henion,maneger_name,email,celolar,is_open,UniqueId,date_import,miklat_mungash
10754,89,4.0,חניון מחסה לציבור,16.0,בלפור,8, ,בלפור 8 ,BALFOUR             ,26800.0,0.0,ללא מערכת סינון,"הכניסה רגלית מרחוב בלפור 8 או מרחוב מזא""ה 3 ", ,178644.14935381,663957.50453048,34.77152131,32.06778241,"אוניל בנייה בע""מ",רובע לב העיר,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\רובע לב העיר,03-5252979,מאיה צרפתי/משה,maya@onealinc.co.il,"לא נותנת נייד פרטי,מאוייש 24/7",כן,592-93,13/03/2026 10:13:17,
10755,308,1.0,מקלט ציבורי,214.0,יחזקאל,16, ,יחזקאל 16 ,YECHEZKE'EL         ,120.0,1.0,"מקלט מוגן אב""כ","נמצא מול בניינים 16,14 בתוך גן (גינה) גימפל (לשעבר גן הנביאים). למקלט 2 כניסות נפרדות. גישה נוספת מרחוב מלאכי 8,10.",לא,179156.24408084,666741.95348362,34.77682759,32.09291036,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-61,13/03/2026 10:13:17,
10756,813,1.0,מקלט ציבורי,4001.0,"אצ""ל",22, ,"אצ""ל 22 ",ETSEL               ,180.0,1.0,מערכת סינון,"מדובר במקלט עם 4 כניסות החולש על 2 צידי הרחוב, 2 כניסות ויציאות בכל צד. הכניסות נמצאות ב- מול 22, מול 26, מול 29, מול 25. כל ארבע הכניסות מתוכננות להיות במפלס המדרכה ולהיפתח אוטומטית כלפי מעלה.",לא,180448.24591512,662219.5640631,34.79069765,32.05217381,,,כשיר לשימוש,,,ייפתח בשעת אזעקה,,,,,,כן,592-372,13/03/2026 10:13:17,
10757,301,1.0,מקלט ציבורי,240.0,שדרות מוצקין,29, ,שדרות מוצקין 29 ,MOTZKIN             ,90.0,1.0,"מקלט מוגן אב""כ",המקלט נמצא בגן מרקביץ מול בניין 29. גישה 1 דרך רחוב טהון יהושע 7 בין בניינים 5 ו-7 יש שביל עד למקלט. גישה 2 משדרות נורדאו 22 בין בניינים 22 ו-24 יש שביל עד למקלט גישה 3 משדרות מוצקין מול בניין 29.,לא,178935.892768,666600.94728343,34.77449934,32.0916309,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-280,13/03/2026 10:13:17,
10758,916,1.0,מקלט ציבורי,3528.0,טורי זהב,15, ,טורי זהב 15 ,,60.0,0.0,ללא מערכת סינון,המקלט נמצא בתוך מתחם סגור עירוני - המחלקה לנוער וצעירים. למקלט 2 כניסות - 1. מימין לבית מספר 15 קיים שביל בטון המוביל עד לשער פישפש הנפתח בחירום ואז ימינה ושמאלה לכניסה. 2. מרחוב התיבונים 26 ניתן להיכנס דרך מגרש הכדורסל ישר עד למקלט.,לא,179395.85842102,662180.56600773,34.77955615,32.05178526,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-37,13/03/2026 10:13:17,
10759,505,1.0,מקלט ציבורי,757.0,דפנה,32, ,דפנה 32 ,DAFANA              ,100.0,1.0,"סינון חלקי - מקלט לא מוגן אב""כ","הכניסה למקלט מול בניין מספר 32 בשדרה. ניתן להגיע גם דרך רחוב הנרייטה סולד פינת הרחובות הרימון,הגפן,הזית.",לא,180623.46516388,665353.25351205,34.79242624,32.08043888,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-32,13/03/2026 10:13:17,
10760,410,1.0,מקלט ציבורי,291.0,אדוארד ברנשטיין,7, ,אדוארד ברנשטיין 7 ,,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא במתחם מגודר בסמוך לחניון בי""ס להשכלת מבוגרים מול בניין מספר 8. ניתן להגיע למקלט גם מרחוב לסל 9 בסמוך למרכז גורן גולדשטיין. לפני המקלט קיים שער הנפתח ידנית בשעת חירום.",לא,178636.27234263,665967.24738375,34.77135243,32.08590554,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-252,13/03/2026 10:13:17,
10761,105,2.0,מקלט ציבורי במוסדות חינוך,903.0,"ק""ם",65, ,"ק""ם 65 ",KAM                 ,100.0,0.0,ללא מערכת סינון,"1. כניסה דרך השער הראשי של בי""ס רמת החייל ברחוב ק""ם 65 המקלט בצמוד לאולם ספורט. 2. קיים שער לוגיסטי נוסף לבית ספר ברחוב זגלמביה שגם דרכו ניתן להגיע למקלט - פתיחה אוטומטית בשעת חירום.",כן,184892.41322458,669228.92701442,34.83750205,32.115528,,בית ספר רמת החייל,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-382,13/03/2026 10:13:17,
10762,71,4.0,חניון מחסה לציבור,27.0,הירקון,205, ,הירקון 205 ,HAYARKON            ,3960.0,0.0,ללא מערכת סינון,כניסה ויציאה מרח' הירקון, ,178531.88219442,666284.14583366,34.77023319,32.08875946,הילטון,מלון הילטון,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מלון הילטון,03-5202240,"רחלי קב""טית",,052-8580101,כן,592-149,13/03/2026 10:13:17,
10763,406,2.0,מקלט ציבורי במוסדות חינוך,95.0,מנדלי מוכר ספרים,19, ,מנדלי מוכר ספרים 19 ,MENDELI MOKHER SFARI,90.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך שטח בי""ס ""תל נורדאו"". כניסה מהשער הראשי ושמאלה למקלט.",כן,178574.6202551,665184.99227317,34.77073272,32.07884911,,בית ספר תל נורדאו,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-237,13/03/2026 10:13:17,
10764,59,4.0,חניון מחסה לציבור,664.0,ארניה אוסוולדו,23, ,ארניה אוסוולדו 23 ,HA'ARBA'AH          ,12600.0,0.0,ללא מערכת סינון,מ-23:00 דרך הלובי בבניין, ,179983.61625548,664221.68890555,34.78569569,32.07021244,מיקדן,מגדל פלטינום,כשיר לשימוש,,,א'-ה' מ 07:00 עד 23:00 ו' מ 07:00 עד 11:00,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדל הפלטיניום,03-6236110,אלי אברהם,eli.avraham@mekdan.com,052-3581500 / 052-5525160,כן,592-287,13/03/2026 10:13:17,
10765,28,4.0,חניון מחסה לציבור,799.0,תובל,5, ,תובל 5 ,TUVAL               ,7000.0,0.0,ללא מערכת סינון,כניסה הרגלית דרך הלובי הבניין כתובת תובל 5  וכניסה נוספת א'-ה' 07:30 עד 19:30 כניסה דרך אומנים 2, ,180794.02940603,664184.56185284,34.79427987,32.06990571,"בית צרפת (דלדר) בע""מ","בית צרפת (דלדר) בע""מ",כשיר לשימוש,,,"א-ה 5:00-23:00
ו 5:00-15:00",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית צרפת,03-5611598,יעיש איפרגן/ אבייתר גולן מנהל הבית 054-8145033,tzarfatmng@arielgroup.co.il,054-8145126,כן,592-26,13/03/2026 10:13:17,
10766,1007,1.0,מקלט ציבורי,3242.0,עזה,8, ,עזה 8 ,AZA                 ,440.0,0.0,ללא מערכת סינון,המקלט נמצא בבניין המשותף מספר 8 ויש להיכנס דרך דלת הכניסה הראשית ואז מיד מימין לפני המדרגות נמצאת דלת הכניסה למקלט התת קרקעי.,לא,177432.12963308,661847.82753534,34.75877804,32.04871328,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-95,13/03/2026 10:13:17,
10767,402,1.0,מקלט ציבורי,88.0,פינסקר,16, ,פינסקר 16 ,PINSKER             ,140.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח בניין מספר 16. כניסה מדלת ראשית דרך הלובי ואז לדלת זכוכית שעל גביה שלט ""מקלט"". הדלת הראשית נפתחת בעזרת מפתח ודלת הזכוכית בעזרת מפתח, הדלתות יהיו פתוחות בשעת חירום בשיתוף ועד הבניין. מקלט זה + מקלט 405 הם בעצם מקלט אחד ומפריד ביניהם מסדרון.", ,178438.99206254,664626.22747988,34.76932009,32.07380536,,,כשיר לשימוש,,,נפתח ידנית בחירום,,,,,,כן,592-182,13/03/2026 10:13:17,
10768,65,4.0,חניון מחסה לציבור,803.0,ולנברג,24, ,ולנברג 24 ,VALENBERG           ,51350.0,0.0,ללא מערכת סינון,, ,185010.05039159,668735.63931409,34.83876625,32.11108323,שותפות ניהול מגדלי זיו,מגדלי זיו,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדלי זיו,077-2492346,דוד פריג' /אלכס אחראי על החניונים,david_f@rb4u.co.il,"052-6060087 , אלכס 052-6060012",כן,592-65,13/03/2026 10:13:17,
10769,528,1.0,מקלט ציבורי,712.0,חפץ חיים,20, ,חפץ חיים 20 ,HAPHETZ HAYIM       ,200.0,1.0,מערכת סינון,"המקלט נמצא בשטח הבית המשותף מספר 20. הכניסה למקלט היא משמאל לבניין, דרך רחוב ילקוט הרועים 7 ואז ימינה וימינה לדלת הכניסה. גישה נוספת בין בניינים 18 ו-20 ואז שמאלה למקלט.",לא,181231.17702666,664702.63558836,34.79888885,32.07459251,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-310,13/03/2026 10:13:17,
10770,1019,1.0,מקלט ציבורי,3757.0,אשדוד,7, ,אשדוד 7 ,ASHDOD              ,60.0,0.0,ללא מערכת סינון,המקלט נמצא מול בית מספר 14 בצמוד לחורשה ולגן הציבורי.,לא,177536.52078129,660930.83023346,34.75992331,32.04044786,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-338,13/03/2026 10:13:17,
10771,811,1.0,מקלט ציבורי,4001.0,"אצ""ל",76, ,"אצ""ל 76 ",ETSEL               ,180.0,1.0,מערכת סינון,"מדובר במקלט עם 4 כניסות החולש על 2 צידי הרחוב, 2 כניסות ויציאות בכל צד. הכניסות נמצאות ב- מול 76, מול 78, מול 91, מול 95. כל ארבע הכניסות מתוכננות להיות במפלס המדרכה ולהיפתח אוטומטית כלפי מעלה.",לא,180632.55317678,661713.65534485,34.79266961,32.04761796,,,כשיר לשימוש,,,ייפתח בשעת אזעקה,,,,,,כן,592-153,13/03/2026 10:13:17,
10772,20103,4.0,חניון מחסה לציבור,902.0,הברזל,20,,הברזל 20,,14138.0,,,"ד""ר יעל שבירו אשת הקשר אומרת שפתוח 24 שעות להולכי רגל ואם צריך כניסת רכבים בחירום ניתן ליצור איתה קשר",,184952.67031013,668362.73778467,34.83817172,32.10771872,אסותא מרכזים רפואיים,אסותא רמת החייל,כשיר לשימוש,פתוח 24 שעות להולכי רגל,פתוח 24 שעות להולכי רגל,פתוח 24 שעות,,052-8302011 / 03-7644103,,,,כן,592-28,13/03/2026 10:13:17,
10773,207,1.0,מקלט ציבורי,2013.0,קרני יהודה,9, ,קרני יהודה 9 ,KARNI Y             ,100.0,1.0,"מקלט מוגן אב""כ","גישה רגלית למקלט - כניסה בין בניינים 7 ו-9, המקלט נמצא בגינה הפתוחה. גישה רגלית נוספת דרך רחוב מרדכי נמיר 170,לפני תחנת הדלק,מול גשר הולכי הרגל קיים שביל, שמאלה לגינה ולמקלט. גישה רכובה - מיד אחרי תחנת הדלק ימינה לשביל עפר ואז ימינה עם השביל עד לגינה.",לא,180653.72220684,668024.31530421,34.79263866,32.10452697,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-186,13/03/2026 10:13:17,
10774,64,4.0,חניון מחסה לציבור,902.0,הברזל,27, ,הברזל 27 ,HA-BARZEL           ,29400.0,0.0,ללא מערכת סינון,יש כניסה גם דרך הנחושת 6, ,185094.16051101,668543.46304125,34.83966431,32.1093528,שותפות ניהול מגדלי אור,מגדלי אור,כשיר לשימוש,פתוח 24 שעות,פתוח 24 שעות,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדלי אור,03-7666418,עקיבא,mailto:david_f@rb4u.co.il,054-7681458,כן,592-115,13/03/2026 10:13:17,
10775,819,1.0,מקלט ציבורי,4071.0,בועז,24, ,בועז 24 ,BO'AZ               ,75.0,1.0,מערכת סינון,"בצמוד לגינת המשחקים, מול בית 29.",לא,180788.29539789,661880.82758219,34.79431187,32.04913084,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-368,13/03/2026 10:13:17,
10776,810,2.0,מקלט ציבורי במוסדות חינוך,3843.0,"לח""י",66, ,"לח""י 66 ",LEHI                ,75.0,0.0,ללא מערכת סינון,"בחירום - מימין לתחנת האוטובוס ברחוב לח""י 66 קיים שער הנפתח בחירום. השער מוביל לרחבה בתוך ביה""ס מפתן אלון, ברחבה זו קיימים 2 מקלטים, מימין, מקלט 809 ומשמאל מקלט 810. אם השער לא פתוח יש להמשיך ישר ואחרי תחנת האוטובוס ימינה לחנייה. בהמשך נמצא שער עמדת השומר.",כן,180935.69360716,661612.19520081,34.79588329,32.04671339,,בית ספר יחד,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-199,13/03/2026 10:13:17,
10777,537,1.0,מקלט ציבורי,71.0,"ביל""ו",54, ,"ביל""ו 54 ",,92.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בין בניינים מספר 54 ו-52 בצמוד לימינו של בניין 54 בפינת הרחובות מרמורק 20 וביל""ו 54, מול החניון. שטח המקלט מתחת לבית כנסת. למקלט 2 דלתות, דלת חיצונית בפתיחה ידנית וראשית בפתיחה אוטומטית בחירום.",לא,179465.04951926,664292.25800574,34.78020087,32.07083055,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-239,13/03/2026 10:13:17,
10778,622,1.0,מקלט ציבורי,163.0,רוקח שמעון,19, ,רוקח שמעון 19 ,ROKACH              ,75.0,1.0,"מקלט מוגן אב""כ",המקלט נמצא בשטח מוזיאון נחום גוטמן. הכניסה למקלט דרך לובי המוזיאון ולרדת לקומה מינוס 1. גישה נוספת דרך רחוב מנחם שטין 18.,לא,178084.83555974,663146.58337921,34.76563298,32.06044932,,,כשיר לשימוש,,,פתיחה ידנית בשעת חירום,,,,,,כן,592-375,13/03/2026 10:13:17,
10779,12,4.0,חניון מחסה לציבור,11.0,אחד העם,14,,אחד העם 14,AHAD HA'AM          ,13350.0,,,,,178352.55693983,663434.84078845,34.76845565,32.06305855,נכסי אריאל,בית אפריקה ישראל,כשיר לשימוש,,,,,03-5107351,תומר מנהל החניון,,0524488820,כן,592-2,13/03/2026 10:13:17,
10780,816,2.0,מקלט ציבורי במוסדות חינוך,637.0,שדרות יד לבנים,18, ,שדרות יד לבנים 18 ,YAD LABANIM         ,100.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך שטח ביה""ס ""גיבורי ישראל"", הכניסה מהשער הראשי ישר ואז שמאלה.",כן,180997.29969462,663090.68929985,34.7964764,32.06004831,,בית ספר גיבורי ישראל,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-29,13/03/2026 10:13:17,
10781,450,1.0,מקלט ציבורי,334.0,השופטים,37,,השופטים 37,HASHOFTIM,100.0,1.0,"מקלט מוגן אב""כ",גישה למקלט דרך השביל בין בניינים 37 ו-39. המקלט במרכז הגינה. גישה נוספת דרך השביל בין הבניינים 2 ו-4 ברחוב דוליצקי.,לא,179644.58377414,664909.88288259,34.78207663,32.07640652,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-121,13/03/2026 10:13:17,
