Manufacturer,Model,Year,Fuel_Type,Original_Price_ILS,Current_Price_ILS,Mileage_km,Hand,Ownership_Type
Mazda,Mazda 3,2018,Petrol,150000,141034,100577,3,Private
Mazda,Mazda 3,2024,Petrol,150000,140952,1000,1,Private
Hyundai,Tucson,2022,Petrol,175000,96144,40270,3,Private
Geely,Geometry C,2018,Electric,155000,55825,109575,1,Private
Skoda,Octavia,2020,Petrol,160000,94060,71193,2,Leasing
Geely,Geometry C,2024,Electric,155000,152998,1000,1,Private
Skoda,Octavia,2022,Petrol,160000,119760,37096,1,Private
Tesla,Model 3,2020,Electric,200000,67828,76917,2,Private
BYD,Atto 3,2022,Electric,165000,101306,36533,2,Company
Hyundai,Tucson,2022,Petrol,175000,124623,37166,2,Private
Skoda,Octavia,2022,Petrol,160000,55077,43273,1,Company
BYD,Atto 3,2024,Electric,165000,92441,6082,1,Leasing
Geely,Geometry C,2020,Electric,155000,76078,72777,3,Private
Hyundai,Tucson,2023,Petrol,175000,175000,11845,2,Private
BYD,Atto 3,2022,Electric,165000,165000,27727,3,Company
Mazda,Mazda 3,2022,Petrol,150000,70276,43049,2,Private
Renault,Megane,2020,Diesel,140000,58774,72167,3,Company
BYD,Atto 3,2023,Electric,165000,97234,23310,2,Private
Renault,Megane,2024,Diesel,140000,112681,1000,1,Leasing
Toyota,Corolla,2021,Hybrid,155000,106132,55645,3,Private
Mazda,Mazda 3,2024,Petrol,150000,127609,1000,1,Leasing
Mazda,Mazda 3,2018,Petrol,150000,43434,113480,1,Private
Tesla,Model 3,2018,Electric,200000,85497,108984,1,Private
Skoda,Octavia,2023,Petrol,160000,160000,14944,1,Private
Tesla,Model 3,2023,Electric,200000,135049,21981,2,Private
Kia,Sportage,2024,Petrol,175000,166271,1000,1,Private
Mazda,Mazda 3,2024,Petrol,150000,108803,3253,1,Leasing
BYD,Atto 3,2023,Electric,165000,155818,16482,1,Private
Tesla,Model 3,2021,Electric,200000,30212,63971,3,Private
Skoda,Octavia,2024,Petrol,160000,136956,1000,1,Leasing
Geely,Geometry C,2022,Electric,155000,113995,35253,3,Private
Tesla,Model 3,2020,Electric,200000,115073,70919,1,Leasing
Skoda,Octavia,2024,Petrol,160000,141221,1669,1,Private
Hyundai,Tucson,2024,Petrol,175000,139742,4393,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,15155,1,Private
Toyota,Corolla,2021,Hybrid,155000,32260,64978,2,Private
Skoda,Octavia,2018,Petrol,160000,136972,101449,2,Private
Skoda,Octavia,2021,Petrol,160000,160000,41562,2,Private
Renault,Megane,2019,Diesel,140000,75837,87708,3,Private
Geely,Geometry C,2021,Electric,155000,131543,49071,3,Private
Hyundai,Tucson,2022,Petrol,175000,175000,31748,1,Private
Tesla,Model 3,2018,Electric,200000,44552,111861,1,Leasing
Skoda,Octavia,2020,Petrol,160000,117634,69832,1,Private
Toyota,Corolla,2022,Hybrid,155000,146153,33942,1,Private
Skoda,Octavia,2024,Petrol,160000,152957,1000,1,Private
Renault,Megane,2018,Diesel,140000,24309,111155,1,Company
Geely,Geometry C,2018,Electric,155000,95969,104170,3,Private
Tesla,Model 3,2022,Electric,200000,185720,31808,3,Private
Tesla,Model 3,2021,Electric,200000,185456,47936,3,Private
Mazda,Mazda 3,2024,Petrol,150000,137595,1000,1,Private
Toyota,Corolla,2019,Hybrid,155000,143218,82273,2,Leasing
Hyundai,Tucson,2020,Petrol,175000,124632,69824,3,Private
Tesla,Model 3,2021,Electric,200000,186780,47425,2,Leasing
BYD,Atto 3,2019,Electric,165000,56644,92479,3,Private
Hyundai,Tucson,2024,Petrol,175000,163680,1000,1,Private
Tesla,Model 3,2019,Electric,200000,20000,98936,2,Leasing
Kia,Sportage,2018,Petrol,175000,110150,105830,1,Private
Renault,Megane,2018,Diesel,140000,20000,115697,1,Private
Hyundai,Tucson,2023,Petrol,175000,175000,15861,1,Private
BYD,Atto 3,2022,Electric,165000,108489,37727,1,Private
Toyota,Corolla,2020,Hybrid,155000,64653,76565,1,Leasing
Hyundai,Tucson,2020,Petrol,175000,99635,72649,2,Private
Geely,Geometry C,2018,Electric,155000,110424,102684,1,Private
BYD,Atto 3,2021,Electric,165000,138250,48142,1,Leasing
Kia,Sportage,2024,Petrol,175000,144272,3445,1,Private
Hyundai,Tucson,2019,Petrol,175000,133858,84889,2,Company
Kia,Sportage,2020,Petrol,175000,141026,67182,1,Leasing
Skoda,Octavia,2020,Petrol,160000,59708,77175,3,Private
Tesla,Model 3,2024,Electric,200000,163470,1000,1,Leasing
BYD,Atto 3,2023,Electric,165000,90753,22124,1,Leasing
Renault,Megane,2024,Diesel,140000,137016,1000,1,Private
Mazda,Mazda 3,2019,Petrol,150000,88053,89024,2,Company
Mazda,Mazda 3,2024,Petrol,150000,97660,7327,1,Private
Geely,Geometry C,2019,Electric,155000,37750,94644,3,Private
Kia,Sportage,2021,Petrol,175000,92401,55124,3,Leasing
Renault,Megane,2024,Diesel,140000,108358,2603,1,Company
Hyundai,Tucson,2022,Petrol,175000,175000,24979,2,Private
Renault,Megane,2018,Diesel,140000,59122,106024,3,Leasing
BYD,Atto 3,2020,Electric,165000,82595,73545,1,Private
Geely,Geometry C,2024,Electric,155000,62371,9546,1,Leasing
BYD,Atto 3,2022,Electric,165000,165000,30811,3,Private
Toyota,Corolla,2018,Hybrid,155000,96150,107649,2,Private
Kia,Sportage,2018,Petrol,175000,47780,110773,3,Leasing
Kia,Sportage,2021,Petrol,175000,108633,55562,2,Private
Tesla,Model 3,2022,Electric,200000,124619,39224,1,Private
Kia,Sportage,2020,Petrol,175000,114255,71401,1,Private
Tesla,Model 3,2020,Electric,200000,30826,79571,1,Company
Tesla,Model 3,2024,Electric,200000,141056,3184,1,Leasing
Geely,Geometry C,2023,Electric,155000,153425,15624,2,Private
Toyota,Corolla,2023,Hybrid,155000,143598,17857,2,Private
Renault,Megane,2024,Diesel,140000,131715,1000,1,Private
Tesla,Model 3,2021,Electric,200000,38253,63402,2,Private
Toyota,Corolla,2022,Hybrid,155000,107936,36823,1,Leasing
Geely,Geometry C,2020,Electric,155000,75588,73846,1,Private
Kia,Sportage,2022,Petrol,175000,175000,27454,2,Leasing
BYD,Atto 3,2022,Electric,165000,81623,40343,3,Private
Toyota,Corolla,2021,Hybrid,155000,114545,54115,3,Private
Renault,Megane,2018,Diesel,140000,106043,100105,2,Private
BYD,Atto 3,2020,Electric,165000,104337,70252,3,Private
Geely,Geometry C,2022,Electric,155000,77951,40750,1,Private
Renault,Megane,2023,Diesel,140000,101551,21016,1,Private
Kia,Sportage,2022,Petrol,175000,141939,34527,3,Private
Hyundai,Tucson,2022,Petrol,175000,116764,35729,2,Company
Renault,Megane,2024,Diesel,140000,137174,1000,1,Private
Kia,Sportage,2022,Petrol,175000,118439,36436,1,Leasing
Geely,Geometry C,2018,Electric,155000,20000,113227,1,Leasing
Toyota,Corolla,2023,Hybrid,155000,134075,16992,2,Leasing
Geely,Geometry C,2018,Electric,155000,84584,104722,3,Company
Skoda,Octavia,2024,Petrol,160000,156315,1000,1,Private
Skoda,Octavia,2020,Petrol,160000,42891,79428,2,Private
Toyota,Corolla,2021,Hybrid,155000,146610,49325,3,Private
Kia,Sportage,2023,Petrol,175000,175000,10955,2,Private
Kia,Sportage,2023,Petrol,175000,126725,19375,2,Leasing
Kia,Sportage,2018,Petrol,175000,104911,106122,2,Private
BYD,Atto 3,2018,Electric,165000,82725,106715,2,Private
Toyota,Corolla,2021,Hybrid,155000,108884,54877,2,Private
Kia,Sportage,2018,Petrol,175000,117215,102876,3,Company
Kia,Sportage,2019,Petrol,175000,20000,100005,2,Private
Kia,Sportage,2024,Petrol,175000,113799,4494,1,Company
BYD,Atto 3,2023,Electric,165000,159002,15911,2,Private
Toyota,Corolla,2024,Hybrid,155000,143733,1000,1,Private
Kia,Sportage,2022,Petrol,175000,175000,28009,1,Private
Tesla,Model 3,2019,Electric,200000,110995,88079,3,Leasing
Tesla,Model 3,2018,Electric,200000,54791,111582,2,Private
Hyundai,Tucson,2018,Petrol,175000,85966,106565,2,Leasing
Hyundai,Tucson,2021,Petrol,175000,125855,52972,2,Private
BYD,Atto 3,2024,Electric,165000,100805,5756,1,Leasing
Hyundai,Tucson,2022,Petrol,175000,66589,42169,2,Leasing
Skoda,Octavia,2020,Petrol,160000,117115,68229,2,Leasing
Mazda,Mazda 3,2019,Petrol,150000,98140,89081,1,Private
Hyundai,Tucson,2023,Petrol,175000,134936,19685,2,Private
Toyota,Corolla,2020,Hybrid,155000,115282,69583,2,Leasing
Geely,Geometry C,2022,Electric,155000,78686,39002,2,Company
Tesla,Model 3,2022,Electric,200000,25952,46781,2,Company
Geely,Geometry C,2023,Electric,155000,154672,16096,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,9948,1,Private
Skoda,Octavia,2019,Petrol,160000,63109,93765,2,Private
Kia,Sportage,2023,Petrol,175000,175000,14537,1,Private
BYD,Atto 3,2018,Electric,165000,118007,102039,2,Private
Renault,Megane,2024,Diesel,140000,96984,6261,1,Private
Mazda,Mazda 3,2018,Petrol,150000,40380,113682,3,Private
Kia,Sportage,2022,Petrol,175000,149833,32372,3,Company
Mazda,Mazda 3,2021,Petrol,150000,119432,53265,1,Private
Skoda,Octavia,2018,Petrol,160000,86573,107645,1,Private
Toyota,Corolla,2022,Hybrid,155000,87808,42013,1,Private
Toyota,Corolla,2024,Hybrid,155000,125286,1124,1,Leasing
Kia,Sportage,2020,Petrol,175000,78152,73603,3,Leasing
Hyundai,Tucson,2019,Petrol,175000,123260,86698,1,Private
Skoda,Octavia,2019,Petrol,160000,84259,91512,1,Private
Renault,Megane,2021,Diesel,140000,79038,54496,2,Private
Kia,Sportage,2021,Petrol,175000,159137,49873,1,Private
BYD,Atto 3,2023,Electric,165000,96717,20856,2,Company
BYD,Atto 3,2023,Electric,165000,27634,29501,2,Company
Renault,Megane,2023,Diesel,140000,98932,19014,1,Company
Toyota,Corolla,2018,Hybrid,155000,113720,104367,3,Private
Toyota,Corolla,2023,Hybrid,155000,123756,21034,1,Private
Toyota,Corolla,2022,Hybrid,155000,155000,26790,3,Leasing
BYD,Atto 3,2022,Electric,165000,125650,33967,2,Leasing
Skoda,Octavia,2023,Petrol,160000,150674,17432,2,Private
BYD,Atto 3,2024,Electric,165000,138061,1000,1,Leasing
Renault,Megane,2024,Diesel,140000,129978,1000,1,Private
Kia,Sportage,2021,Petrol,175000,97444,56295,2,Private
Kia,Sportage,2018,Petrol,175000,143624,101290,3,Private
Kia,Sportage,2019,Petrol,175000,94519,89817,3,Private
Renault,Megane,2020,Diesel,140000,20000,81518,2,Private
Hyundai,Tucson,2020,Petrol,175000,71591,74935,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,135497,18032,2,Private
Tesla,Model 3,2020,Electric,200000,145260,67469,3,Company
Tesla,Model 3,2019,Electric,200000,200000,78483,2,Private
BYD,Atto 3,2023,Electric,165000,70783,26549,2,Private
BYD,Atto 3,2024,Electric,165000,121967,3337,1,Leasing
Mazda,Mazda 3,2020,Petrol,150000,31237,79305,3,Company
Mazda,Mazda 3,2020,Petrol,150000,102501,72012,1,Private
Renault,Megane,2018,Diesel,140000,39427,110092,1,Private
Toyota,Corolla,2020,Hybrid,155000,132733,69516,2,Private
BYD,Atto 3,2019,Electric,165000,59956,92862,1,Private
Geely,Geometry C,2021,Electric,155000,72751,57254,3,Private
Hyundai,Tucson,2018,Petrol,175000,140994,101294,3,Private
Tesla,Model 3,2021,Electric,200000,186967,49562,1,Private
BYD,Atto 3,2020,Electric,165000,51608,76781,3,Private
Skoda,Octavia,2019,Petrol,160000,36209,97398,1,Private
BYD,Atto 3,2021,Electric,165000,74183,56187,3,Company
Geely,Geometry C,2024,Electric,155000,80464,9688,1,Private
Renault,Megane,2018,Diesel,140000,20000,117880,3,Private
BYD,Atto 3,2024,Electric,165000,67715,11481,1,Private
Tesla,Model 3,2020,Electric,200000,60245,76113,2,Company
Kia,Sportage,2020,Petrol,175000,95026,73676,2,Private
Geely,Geometry C,2022,Electric,155000,155000,30263,1,Private
Tesla,Model 3,2021,Electric,200000,151285,52923,1,Private
Renault,Megane,2024,Diesel,140000,116045,1000,1,Company
Renault,Megane,2019,Diesel,140000,48160,91995,2,Private
BYD,Atto 3,2024,Electric,165000,151212,1783,1,Private
Tesla,Model 3,2024,Electric,200000,189407,1000,1,Private
BYD,Atto 3,2024,Electric,165000,42682,12451,1,Leasing
BYD,Atto 3,2023,Electric,165000,165000,12084,1,Private
Kia,Sportage,2022,Petrol,175000,92055,38612,3,Leasing
Skoda,Octavia,2019,Petrol,160000,117071,86734,2,Private
BYD,Atto 3,2024,Electric,165000,121069,5123,1,Private
Kia,Sportage,2023,Petrol,175000,100955,23842,2,Private
Skoda,Octavia,2024,Petrol,160000,146111,1000,1,Private
BYD,Atto 3,2020,Electric,165000,38973,78334,2,Private
Geely,Geometry C,2022,Electric,155000,89355,38958,2,Private
Mazda,Mazda 3,2021,Petrol,150000,90335,56846,2,Private
Mazda,Mazda 3,2021,Petrol,150000,75603,56654,2,Company
Skoda,Octavia,2022,Petrol,160000,152177,30634,2,Leasing
Tesla,Model 3,2018,Electric,200000,136486,103233,3,Private
Hyundai,Tucson,2022,Petrol,175000,175000,29067,3,Private
Kia,Sportage,2020,Petrol,175000,108443,70857,2,Leasing
Tesla,Model 3,2024,Electric,200000,187429,1000,1,Private
Tesla,Model 3,2018,Electric,200000,54520,111685,2,Private
Tesla,Model 3,2024,Electric,200000,160017,1000,1,Leasing
Mazda,Mazda 3,2020,Petrol,150000,74817,75136,2,Private
Tesla,Model 3,2018,Electric,200000,100914,107480,1,Private
Renault,Megane,2021,Diesel,140000,88642,51942,1,Company
Tesla,Model 3,2018,Electric,200000,118263,104428,1,Leasing
Hyundai,Tucson,2023,Petrol,175000,103200,22025,1,Leasing
Skoda,Octavia,2022,Petrol,160000,160000,30322,1,Private
Geely,Geometry C,2020,Electric,155000,85164,71705,3,Private
Renault,Megane,2020,Diesel,140000,71664,72235,2,Private
Geely,Geometry C,2024,Electric,155000,125904,3441,1,Private
Renault,Megane,2023,Diesel,140000,98755,20738,2,Private
Renault,Megane,2020,Diesel,140000,116297,65611,2,Private
Mazda,Mazda 3,2023,Petrol,150000,59650,25886,2,Leasing
Toyota,Corolla,2020,Hybrid,155000,155000,59607,2,Private
Toyota,Corolla,2018,Hybrid,155000,155000,97782,2,Leasing
Kia,Sportage,2023,Petrol,175000,173187,13550,2,Company
Toyota,Corolla,2021,Hybrid,155000,155000,49196,1,Private
Skoda,Octavia,2019,Petrol,160000,24423,98404,2,Private
Skoda,Octavia,2018,Petrol,160000,66644,110454,1,Private
Renault,Megane,2019,Diesel,140000,20000,98877,2,Private
Renault,Megane,2024,Diesel,140000,113044,1538,1,Leasing
Hyundai,Tucson,2021,Petrol,175000,167768,48936,2,Private
Renault,Megane,2019,Diesel,140000,119374,81200,1,Private
BYD,Atto 3,2024,Electric,165000,137007,1000,1,Company
BYD,Atto 3,2019,Electric,165000,63153,90942,3,Leasing
Skoda,Octavia,2021,Petrol,160000,110607,53707,3,Private
Skoda,Octavia,2018,Petrol,160000,125839,101822,1,Leasing
Kia,Sportage,2023,Petrol,175000,156954,15578,1,Leasing
Skoda,Octavia,2024,Petrol,160000,156208,1000,1,Private
Skoda,Octavia,2020,Petrol,160000,134420,68425,3,Private
Geely,Geometry C,2018,Electric,155000,20000,116972,2,Private
BYD,Atto 3,2019,Electric,165000,27288,94941,3,Leasing
Hyundai,Tucson,2020,Petrol,175000,134247,67420,2,Leasing
Skoda,Octavia,2024,Petrol,160000,136504,2405,1,Private
Toyota,Corolla,2020,Hybrid,155000,145174,67060,3,Private
Geely,Geometry C,2022,Electric,155000,85203,37378,3,Leasing
Toyota,Corolla,2021,Hybrid,155000,94174,56830,2,Private
Kia,Sportage,2024,Petrol,175000,165825,1000,1,Private
Hyundai,Tucson,2024,Petrol,175000,161321,2167,1,Private
Renault,Megane,2024,Diesel,140000,137199,1000,1,Private
Renault,Megane,2023,Diesel,140000,26091,31234,1,Private
Geely,Geometry C,2024,Electric,155000,121642,2264,1,Leasing
Tesla,Model 3,2021,Electric,200000,90381,56471,2,Leasing
Renault,Megane,2018,Diesel,140000,40028,109794,1,Private
BYD,Atto 3,2020,Electric,165000,133699,66801,1,Private
Mazda,Mazda 3,2018,Petrol,150000,124340,102135,2,Private
Hyundai,Tucson,2023,Petrol,175000,118620,20030,2,Company
Tesla,Model 3,2019,Electric,200000,86559,91506,3,Private
Toyota,Corolla,2020,Hybrid,155000,127455,67530,3,Company
Hyundai,Tucson,2023,Petrol,175000,150457,16903,1,Company
Mazda,Mazda 3,2021,Petrol,150000,20000,66597,3,Private
Toyota,Corolla,2022,Hybrid,155000,78533,40207,2,Leasing
Skoda,Octavia,2020,Petrol,160000,73307,75876,2,Private
Hyundai,Tucson,2024,Petrol,175000,160945,1000,1,Private
Tesla,Model 3,2023,Electric,200000,177988,17364,1,Private
Skoda,Octavia,2024,Petrol,160000,138101,1000,1,Leasing
Skoda,Octavia,2019,Petrol,160000,126367,85256,2,Private
Kia,Sportage,2023,Petrol,175000,175000,12254,2,Private
Hyundai,Tucson,2020,Petrol,175000,22603,81468,3,Private
Toyota,Corolla,2024,Hybrid,155000,124394,1092,1,Company
Hyundai,Tucson,2021,Petrol,175000,56524,61311,2,Private
Toyota,Corolla,2020,Hybrid,155000,147417,65488,2,Leasing
Toyota,Corolla,2024,Hybrid,155000,133092,1000,1,Leasing
Tesla,Model 3,2019,Electric,200000,66426,92662,1,Leasing
Mazda,Mazda 3,2020,Petrol,150000,150000,59659,2,Private
Toyota,Corolla,2019,Hybrid,155000,102323,90152,1,Private
Hyundai,Tucson,2019,Petrol,175000,62403,92637,2,Leasing
Geely,Geometry C,2019,Electric,155000,86323,89220,1,Private
Kia,Sportage,2018,Petrol,175000,95412,106560,3,Private
Skoda,Octavia,2021,Petrol,160000,160000,45189,1,Leasing
Tesla,Model 3,2022,Electric,200000,200000,27169,3,Private
Renault,Megane,2018,Diesel,140000,36696,109362,2,Leasing
Skoda,Octavia,2021,Petrol,160000,74171,59152,1,Private
Geely,Geometry C,2023,Electric,155000,105976,21222,1,Private
Skoda,Octavia,2022,Petrol,160000,128309,33564,2,Company
BYD,Atto 3,2023,Electric,165000,107127,22482,1,Private
Mazda,Mazda 3,2024,Petrol,150000,137642,1000,1,Private
Skoda,Octavia,2020,Petrol,160000,118836,68933,1,Company
Geely,Geometry C,2018,Electric,155000,57380,108857,2,Private
Kia,Sportage,2022,Petrol,175000,99928,39343,3,Private
Tesla,Model 3,2021,Electric,200000,50018,62709,1,Private
Renault,Megane,2018,Diesel,140000,65830,106484,1,Private
Tesla,Model 3,2019,Electric,200000,66094,93781,2,Private
Kia,Sportage,2023,Petrol,175000,175000,11337,1,Private
Tesla,Model 3,2022,Electric,200000,121488,39157,2,Private
BYD,Atto 3,2020,Electric,165000,69723,74264,3,Private
Renault,Megane,2023,Diesel,140000,125318,16888,1,Private
Hyundai,Tucson,2018,Petrol,175000,88726,106224,3,Company
Kia,Sportage,2018,Petrol,175000,109533,104419,1,Company
BYD,Atto 3,2021,Electric,165000,124729,51867,3,Private
BYD,Atto 3,2019,Electric,165000,88327,89376,2,Private
Kia,Sportage,2020,Petrol,175000,126107,67751,3,Leasing
Tesla,Model 3,2018,Electric,200000,48289,111516,1,Leasing
Skoda,Octavia,2024,Petrol,160000,127587,1960,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,150000,10187,2,Private
Hyundai,Tucson,2019,Petrol,175000,121201,87066,2,Private
Mazda,Mazda 3,2018,Petrol,150000,114927,104244,1,Private
Tesla,Model 3,2021,Electric,200000,153231,52323,3,Private
Renault,Megane,2022,Diesel,140000,37632,44636,3,Private
Skoda,Octavia,2019,Petrol,160000,137207,85317,1,Private
Skoda,Octavia,2023,Petrol,160000,126147,20126,2,Private
Mazda,Mazda 3,2020,Petrol,150000,119082,69165,2,Private
Geely,Geometry C,2019,Electric,155000,46240,94054,1,Private
Renault,Megane,2022,Diesel,140000,93724,37108,1,Private
BYD,Atto 3,2022,Electric,165000,165000,27335,3,Company
Kia,Sportage,2023,Petrol,175000,175000,14229,2,Private
Kia,Sportage,2019,Petrol,175000,143724,83528,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,86478,55414,1,Company
Renault,Megane,2022,Diesel,140000,85030,37655,3,Private
BYD,Atto 3,2023,Electric,165000,165000,14903,1,Private
Kia,Sportage,2020,Petrol,175000,33249,78593,3,Company
Kia,Sportage,2023,Petrol,175000,67386,27907,1,Private
Renault,Megane,2024,Diesel,140000,134647,1000,1,Private
Kia,Sportage,2019,Petrol,175000,93113,90016,2,Private
Hyundai,Tucson,2024,Petrol,175000,118578,4415,1,Company
Renault,Megane,2023,Diesel,140000,86683,22987,1,Private
Renault,Megane,2024,Diesel,140000,97484,5894,1,Private
BYD,Atto 3,2023,Electric,165000,165000,11813,2,Leasing
Kia,Sportage,2021,Petrol,175000,117646,54190,1,Private
Skoda,Octavia,2019,Petrol,160000,20000,101189,2,Company
Skoda,Octavia,2024,Petrol,160000,152538,1000,1,Private
Hyundai,Tucson,2021,Petrol,175000,55810,61099,3,Private
Renault,Megane,2018,Diesel,140000,20000,118152,2,Private
Kia,Sportage,2020,Petrol,175000,80868,74707,2,Private
Toyota,Corolla,2019,Hybrid,155000,102517,90313,1,Private
Skoda,Octavia,2018,Petrol,160000,113251,104858,1,Private
BYD,Atto 3,2024,Electric,165000,154808,1000,1,Private
Tesla,Model 3,2018,Electric,200000,90859,108017,2,Private
Mazda,Mazda 3,2020,Petrol,150000,93072,71026,2,Leasing
BYD,Atto 3,2019,Electric,165000,58885,92610,2,Private
BYD,Atto 3,2018,Electric,165000,79449,105852,3,Company
Tesla,Model 3,2019,Electric,200000,89274,91255,3,Private
Hyundai,Tucson,2024,Petrol,175000,146449,1000,1,Leasing
Hyundai,Tucson,2023,Petrol,175000,110765,23274,1,Private
Toyota,Corolla,2023,Hybrid,155000,104455,22720,1,Private
Mazda,Mazda 3,2020,Petrol,150000,132822,67237,3,Private
Renault,Megane,2024,Diesel,140000,135625,1000,1,Private
Kia,Sportage,2020,Petrol,175000,52641,78118,3,Private
Hyundai,Tucson,2018,Petrol,175000,42677,112746,3,Private
Mazda,Mazda 3,2020,Petrol,150000,20000,81503,1,Company
Tesla,Model 3,2022,Electric,200000,132356,37966,1,Private
Renault,Megane,2022,Diesel,140000,140000,27972,2,Private
Kia,Sportage,2024,Petrol,175000,163907,1000,1,Private
Renault,Megane,2018,Diesel,140000,20000,113421,2,Private
Renault,Megane,2023,Diesel,140000,113417,16066,2,Leasing
Skoda,Octavia,2023,Petrol,160000,160000,13611,1,Company
Tesla,Model 3,2022,Electric,200000,123114,38773,1,Private
Hyundai,Tucson,2018,Petrol,175000,43600,113025,1,Private
BYD,Atto 3,2019,Electric,165000,79484,89735,3,Private
Kia,Sportage,2019,Petrol,175000,104541,89230,1,Private
Toyota,Corolla,2018,Hybrid,155000,35175,114287,1,Leasing
Geely,Geometry C,2019,Electric,155000,116760,84668,1,Private
Renault,Megane,2021,Diesel,140000,103070,49903,2,Leasing
Hyundai,Tucson,2018,Petrol,175000,85068,108345,2,Private
Tesla,Model 3,2021,Electric,200000,200000,39946,1,Private
BYD,Atto 3,2022,Electric,165000,165000,30803,1,Private
BYD,Atto 3,2021,Electric,165000,147219,49658,1,Private
Renault,Megane,2022,Diesel,140000,64886,40979,2,Private
Renault,Megane,2019,Diesel,140000,20000,101842,3,Leasing
Skoda,Octavia,2022,Petrol,160000,136451,35132,2,Private
Skoda,Octavia,2020,Petrol,160000,87109,74326,1,Private
Tesla,Model 3,2019,Electric,200000,116717,89067,2,Private
Kia,Sportage,2018,Petrol,175000,94780,105603,2,Leasing
Geely,Geometry C,2019,Electric,155000,136808,82009,3,Private
Hyundai,Tucson,2024,Petrol,175000,149846,1000,1,Leasing
Kia,Sportage,2018,Petrol,175000,78950,108699,1,Private
Tesla,Model 3,2019,Electric,200000,85571,92301,1,Private
Geely,Geometry C,2020,Electric,155000,123705,66360,1,Leasing
Hyundai,Tucson,2022,Petrol,175000,175000,31074,2,Private
Geely,Geometry C,2019,Electric,155000,68011,90914,2,Private
Renault,Megane,2019,Diesel,140000,117695,80731,2,Leasing
Kia,Sportage,2019,Petrol,175000,82886,91664,2,Private
Mazda,Mazda 3,2022,Petrol,150000,117274,36998,2,Private
Tesla,Model 3,2021,Electric,200000,109007,56286,3,Private
Hyundai,Tucson,2024,Petrol,175000,95154,6763,1,Leasing
Renault,Megane,2021,Diesel,140000,56216,57670,3,Private
Tesla,Model 3,2024,Electric,200000,185567,1000,1,Private
BYD,Atto 3,2018,Electric,165000,56942,109283,3,Private
Mazda,Mazda 3,2019,Petrol,150000,150000,80552,1,Private
BYD,Atto 3,2019,Electric,165000,35170,95346,3,Private
Kia,Sportage,2018,Petrol,175000,95729,106958,2,Private
Skoda,Octavia,2020,Petrol,160000,105716,71587,2,Private
Geely,Geometry C,2021,Electric,155000,78346,57286,1,Private
Renault,Megane,2022,Diesel,140000,86672,37009,3,Private
Hyundai,Tucson,2023,Petrol,175000,141848,20128,1,Private
Skoda,Octavia,2024,Petrol,160000,135430,1000,1,Company
Tesla,Model 3,2024,Electric,200000,70699,12958,1,Private
Hyundai,Tucson,2020,Petrol,175000,38264,78090,3,Leasing
Kia,Sportage,2021,Petrol,175000,60368,59173,2,Company
Tesla,Model 3,2024,Electric,200000,183174,1507,1,Private
Mazda,Mazda 3,2019,Petrol,150000,104471,88706,2,Private
Hyundai,Tucson,2020,Petrol,175000,99581,70814,3,Leasing
Toyota,Corolla,2020,Hybrid,155000,94910,73643,2,Private
Toyota,Corolla,2021,Hybrid,155000,138254,51208,1,Private
Kia,Sportage,2021,Petrol,175000,93011,57064,2,Private
Skoda,Octavia,2022,Petrol,160000,160000,25415,3,Company
BYD,Atto 3,2023,Electric,165000,93770,24229,1,Private
Mazda,Mazda 3,2020,Petrol,150000,61783,76656,3,Private
Hyundai,Tucson,2021,Petrol,175000,172878,47497,2,Private
Hyundai,Tucson,2021,Petrol,175000,162026,50164,1,Private
Mazda,Mazda 3,2023,Petrol,150000,82918,22999,2,Leasing
Mazda,Mazda 3,2018,Petrol,150000,150000,96543,3,Private
Kia,Sportage,2022,Petrol,175000,175000,30457,2,Private
Skoda,Octavia,2018,Petrol,160000,60474,111179,1,Private
Hyundai,Tucson,2020,Petrol,175000,128913,68068,1,Leasing
Kia,Sportage,2020,Petrol,175000,52287,78452,1,Private
Mazda,Mazda 3,2018,Petrol,150000,82437,108661,1,Private
Skoda,Octavia,2019,Petrol,160000,160000,78757,2,Private
Renault,Megane,2023,Diesel,140000,140000,12374,1,Private
Renault,Megane,2021,Diesel,140000,66744,56285,2,Private
Skoda,Octavia,2024,Petrol,160000,136287,3158,1,Private
Hyundai,Tucson,2021,Petrol,175000,90096,55527,2,Company
Tesla,Model 3,2019,Electric,200000,20000,101046,1,Private
BYD,Atto 3,2022,Electric,165000,155108,32133,3,Private
Toyota,Corolla,2023,Hybrid,155000,84048,25298,1,Private
Hyundai,Tucson,2019,Petrol,175000,70174,92832,1,Private
Kia,Sportage,2023,Petrol,175000,151917,16461,1,Leasing
Geely,Geometry C,2020,Electric,155000,61384,73941,2,Leasing
Tesla,Model 3,2019,Electric,200000,105081,89187,3,Private
Renault,Megane,2019,Diesel,140000,58543,89218,1,Leasing
Hyundai,Tucson,2020,Petrol,175000,43276,77511,3,Company
Tesla,Model 3,2024,Electric,200000,165073,1000,1,Leasing
Skoda,Octavia,2024,Petrol,160000,130314,1000,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,150000,12423,2,Private
